,Issue Date,License Expiration Date,Reroof Type,Address,Latitude/Longitude
196,05/28/2015,02/29/2016,Built Up,"15140 W BLEDSOE ST Los Angeles CA, 91342","(34.30714, -118.46302)"
197,05/28/2015,06/30/2015,Built Up,"3008 W HYDE PARK BLVD Los Angeles CA, 90043","(33.98054, -118.32596)"
198,06/08/2015,10/31/2015,Built Up,"2624 W SUNSET BLVD Los Angeles CA, 90026","(34.0803, -118.2704)"
199,06/09/2015,01/31/2016,Built Up,"21505 W SHERMAN WAY Los Angeles CA, 91303","(34.20119, -118.59925)"
200,06/10/2015,02/28/2017,Class A or B,"2275 W 25TH ST Los Angeles CA, 90732","(33.72714, -118.3272)"
201,06/11/2015,06/30/2015,REROOF (E) WAREHOUSE TO COMPLY WITH COOL ROOF REQUIREMENTS,"16000 W ARMINTA ST Los Angeles CA, 91406",
202,06/19/2015,09/30/2016,Class A or B,"900 N HIGHLAND AVE Los Angeles CA, 90038","(34.08728, -118.33839)"
203,06/22/2015,01/31/2016,Built Up,"15725 W PARTHENIA ST Los Angeles CA, 91343","(34.22848, -118.47482)"
204,06/23/2015,05/31/2015,Built Up,"7700 W MELROSE AVE Los Angeles CA, 90036","(34.08353, -118.35748)"
205,06/30/2015,05/31/2015,Built Up,"2249 N CANYONBACK ROAD Los Angeles CA, 90049","(34.10742, -118.49529)"
206,06/30/2015,05/31/2015,Built Up,"2321 N CANYONBACK ROAD Los Angeles CA, 90049","(34.10933, -118.49493)"
207,06/30/2015,06/30/2017,Built Up,"15456 W CABRITO ROAD Los Angeles CA, 91406","(34.21687, -118.47015)"
208,06/30/2015,05/31/2015,Built Up,"2317 N CANYONBACK ROAD Los Angeles CA, 90049","(34.1093, -118.49493)"
209,07/07/2015,05/31/2015,Built Up,"2225 N CANYONBACK ROAD Los Angeles CA, 90049","(34.10671, -118.4951)"
210,07/08/2015,11/30/2016,Built Up,"6201 N LANKERSHIM BLVD Los Angeles CA, 91606","(34.18338, -118.38597)"
211,07/08/2015,11/30/2016,Built Up,"11315 S FIGUEROA ST Los Angeles CA, 90044","(33.93147, -118.28279)"
212,07/10/2015,10/31/2015,Built Up,"1412 N GLENDALE BLVD Los Angeles CA, 90026","(34.08004, -118.25986)"
213,07/12/2015,10/31/2015,Built Up,"12737 N GLENOAKS BLVD Los Angeles CA, 91342","(34.30159, -118.44224)"
214,07/12/2015,10/31/2015,Built Up,"1965 W BLAKE AVE Los Angeles CA, 90039","(34.10026, -118.24388)"
215,07/13/2015,10/31/2015,Built Up,"12023 W VOSE ST Los Angeles CA, 91605","(34.19972, -118.39513)"
216,07/13/2015,10/31/2015,Built Up,"12019 W VOSE ST Los Angeles CA, 91605","(34.19855, -118.39493)"
217,07/16/2015,09/30/2015,Class A or B,"8351 N SUNLAND BLVD Los Angeles CA, 91352","(34.22284, -118.36634)"
218,07/24/2015,06/30/2016,Built Up,"5557 N RESEDA BLVD Los Angeles CA, 91356","(34.17118, -118.53619)"
219,07/31/2015,12/31/2015,Built Up,"2019 N PASADENA AVE Los Angeles CA, 90031","(34.07463, -118.22055)"
220,07/31/2015,10/31/2016,Partial,"8529 N WILLIS AVE Los Angeles CA, 91402","(34.22559, -118.45542)"
221,08/05/2015,05/31/2016,Built Up,"11510 S VERMONT AVE Los Angeles CA, 90044","(33.92967, -118.29137)"
222,08/06/2015,05/31/2016,Built Up,"221 N FIGUEROA ST Los Angeles CA, 90012","(34.05882, -118.25099)"
223,08/11/2015,07/31/2016,Built Up,"10640 N SEPULVEDA BLVD Los Angeles CA, 91345","(34.26382, -118.46697)"
224,08/12/2015,07/31/2016,Built Up,"9080 N WOODMAN AVE Los Angeles CA, 91331","(34.23488, -118.43984)"
225,08/14/2015,01/31/2016,Built Up,"16116 W COHASSET ST Los Angeles CA, 91406","(34.20651, -118.48425)"
226,08/17/2015,06/30/2017,Built Up,"7419 W MELROSE AVE Los Angeles CA, 90046","(34.08373, -118.35175)"
227,08/17/2015,10/31/2016,Built Up,"16912 W DEVONSHIRE ST Los Angeles CA, 91344","(34.25731, -118.50053)"
228,08/19/2015,02/28/2017,Partial,"3621 W BRUNSWICK AVE Los Angeles CA, 90039","(34.11932, -118.26073)"
229,08/20/2015,05/31/2017,Built Up,"2029 S SEPULVEDA BLVD Los Angeles CA, 90025","(34.04203, -118.43978)"
230,08/25/2015,07/31/2017,Built Up,"7121 N VINELAND AVE Los Angeles CA, 91605","(34.20001, -118.37051)"
231,08/26/2015,02/29/2016,Built Up,"8829 N SHIRLEY AVE Los Angeles CA, 91324","(34.23074, -118.55806)"
232,08/26/2015,02/29/2016,Built Up,"8827 N SHIRLEY AVE Los Angeles CA, 91324","(34.23071, -118.55806)"
233,08/26/2015,02/29/2016,Built Up,"8801 N SHIRLEY AVE Los Angeles CA, 91324","(34.23003, -118.55811)"
234,08/28/2015,02/29/2016,Built Up,"8843 N SHIRLEY AVE Los Angeles CA, 91324","(34.23101, -118.55806)"
235,09/01/2015,10/31/2015,Built Up,"9811 N INDEPENDENCE AVE Los Angeles CA, 91311","(34.24844, -118.59093)"
236,09/03/2015,12/31/2015,Built Up,"21053 W DEVONSHIRE ST Los Angeles CA, 91311","(34.2574, -118.59253)"
237,09/23/2015,03/31/2016,Class A or B,"719 S CERES AVE Los Angeles CA, 90021","(34.03776, -118.24375)"
238,09/25/2015,03/31/2016,Class A or B,"12700 W BRADDOCK DR Los Angeles CA, 90066","(33.98583, -118.42469)"
239,09/25/2015,07/31/2016,Built Up,"13346 W SATICOY ST Los Angeles CA, 91605","(34.20798, -118.42412)"
240,10/02/2015,10/31/2015,Built Up,"4565 W ELECTRONICS PL Los Angeles CA, 90039","(34.14485, -118.27416)"
241,10/02/2015,07/31/2017,Built Up,"22817 S LOCKNESS AVE Los Angeles CA, 90501","(33.81854, -118.30718)"
242,10/07/2015,11/30/2016,Built Up,"3316 W SUNSET BLVD Los Angeles CA, 90026","(34.08681, -118.2757)"
243,10/07/2015,05/31/2017,Built Up,"21001 W NORDHOFF ST Los Angeles CA, 91311","(34.23562, -118.59125)"
244,10/07/2015,11/30/2015,Built Up,"2806 N CLEARWATER ST Los Angeles CA, 90039","(34.10729, -118.25317)"
245,10/13/2015,07/31/2016,Built Up,"7416 N VARNA AVE Los Angeles CA, 91605","(34.20529, -118.42458)"
246,10/19/2015,02/28/2017,Built Up,"7230 N FULTON AVE Los Angeles CA, 91605","(34.20202, -118.42241)"
247,10/20/2015,02/29/2016,Comp Shingle,"1310 N LIBERTY ST Los Angeles CA, 90026","(34.07896, -118.26113)"
248,10/20/2015,10/31/2015,Built Up,"13500 W VAN NUYS BLVD Los Angeles CA, 91331","(34.2621, -118.42727)"
249,10/20/2015,10/31/2016,Built Up,"18228 W PARTHENIA ST Los Angeles CA, 91325","(34.22854, -118.53075)"
250,10/22/2015,05/31/2017,Built Up,"9131 N INDEPENDENCE AVE Los Angeles CA, 91311","(34.23623, -118.59094)"
251,10/23/2015,09/30/2015,Comp Shingle,"573 S BOYLE AVE Los Angeles CA, 90033","(34.04034, -118.21997)"
252,10/26/2015,10/31/2016,Built Up,"1861 W GAGE AVE Los Angeles CA, 90047","(33.98197, -118.311)"
253,10/26/2015,04/30/2016,Built Up,"13327 W VENTURA BLVD Los Angeles CA, 91423","(34.1469, -118.42345)"
254,10/26/2015,04/30/2016,Built Up,"13325 W VENTURA BLVD Los Angeles CA, 91423","(34.1469, -118.4234)"
255,10/26/2015,06/30/2017,Built Up,"11335 W MAGNOLIA BLVD Los Angeles CA, 91601","(34.16504, -118.37847)"
256,10/26/2015,12/31/2015,Built Up,"7811 W MELROSE AVE Los Angeles CA, 90046","(34.08391, -118.35986)"
257,10/28/2015,07/31/2016,Built Up,"7412 N VARNA AVE Los Angeles CA, 91605","(34.20522, -118.42416)"
258,10/29/2015,01/31/2017,Built Up,"2901 S CENTRAL AVE Los Angeles CA, 90011","(34.01561, -118.25643)"
259,10/30/2015,03/31/2016,Built Up,"729 S WESTERN AVE Los Angeles CA, 90005","(34.05882, -118.30924)"
260,11/04/2015,09/30/2016,Built Up,"1581 W 259TH ST Los Angeles CA, 90710","(33.78829, -118.30407)"
261,11/06/2015,06/30/2017,Class A or B,"19630 S PACIFIC GATEWAY DR Los Angeles CA, 90502","(33.85299, -118.29513)"
262,11/06/2015,12/31/2016,Built Up,"4557 E YORK BLVD Los Angeles CA, 90041","(34.12352, -118.21671)"
263,11/10/2015,04/30/2016,Built Up,"7670 W FOOTHILL BLVD Los Angeles CA, 91042","(34.2561, -118.29988)"
264,11/12/2015,03/31/2016,Built Up,"10635 W RIVERSIDE DR Los Angeles CA, 91602","(34.15238, -118.36286)"
265,11/13/2015,01/31/2017,Comp Shingle,"10967 W WEYBURN AVE Los Angeles CA, 90024","(34.06238, -118.44766)"
266,11/16/2015,10/31/2015,Built Up,"939 N VIGNES ST Los Angeles CA, 90012","(34.05777, -118.23205)"
267,11/16/2015,10/31/2015,Built Up,"943 N VIGNES ST Los Angeles CA, 90012","(34.05782, -118.23206)"
268,11/20/2015,05/31/2017,Built Up,"11851 W VENTURA BLVD Los Angeles CA, 91604","(34.14271, -118.39042)"
269,11/23/2015,01/31/2016,Built Up,"929 W ACADEMY ROAD Los Angeles CA, 90012","(34.07988, -118.2369)"
270,11/27/2015,11/30/2015,Built Up,"2159 E BAY ST Los Angeles CA, 90021","(34.03156, -118.22794)"
271,11/30/2015,07/31/2017,Built Up,"210 W FLORENCE AVE Los Angeles CA, 90003","(33.97452, -118.27655)"
272,11/30/2015,08/31/2016,Built Up,"20601 W PLUMMER ST Los Angeles CA, 91311","(34.24289, -118.58239)"
273,12/01/2015,05/31/2017,Built Up,"5901 W VENICE BLVD Los Angeles CA, 90034","(34.04, -118.37016)"
274,12/02/2015,08/31/2016,Comp Shingle,"1355 S WESTWOOD BLVD Los Angeles CA, 90024","(34.05594, -118.44237)"
275,12/03/2015,12/31/2016,Built Up,"7004 N VAN NUYS BLVD Los Angeles CA, 91405","(34.19772, -118.44846)"
276,12/03/2015,12/31/2016,Built Up,"7004 N VAN NUYS BLVD Los Angeles CA, 91405","(34.19772, -118.44846)"
277,12/15/2015,10/31/2015,Comp Shingle,"18405 W SUPERIOR ST Los Angeles CA, 91325","(34.2465, -118.53496)"
278,12/16/2015,04/30/2016,Built Up,"5161 N LANKERSHIM BLVD Los Angeles CA, 91601","(34.16452, -118.37469)"
279,12/16/2015,04/30/2017,Built Up,"10960 W MOORPARK ST Los Angeles CA, 91602","(34.15023, -118.36985)"
280,12/18/2015,03/31/2016,Built Up,"6907 W MELROSE AVE Los Angeles CA, 90038","(34.08357, -118.34188)"
281,12/23/2015,01/31/2016,Built Up,"8670 W PICO BLVD Los Angeles CA, 90035","(34.05408, -118.38098)"
282,12/28/2015,07/31/2016,Built Up,"5909 W 3RD ST Los Angeles CA, 90036","(34.06967, -118.34904)"
283,12/31/2015,07/31/2017,Built Up,"401 E 58TH ST Los Angeles CA, 90011","(33.98994, -118.26716)"
284,01/14/2016,10/31/2017,Partial,"12030 W RIVERSIDE DR Los Angeles CA, 91607","(34.15745, -118.39535)"
285,01/15/2016,07/31/2016,Built Up,"5238 N VINELAND AVE Los Angeles CA, 91601","(34.166, -118.37015)"
286,01/19/2016,06/30/2017,Partial,"21338 W DUMETZ ROAD Los Angeles CA, 91364","(34.15726, -118.59569)"
287,01/21/2016,06/30/2017,Built Up,"4899 E HUNTINGTON DR Los Angeles CA, 90032","(34.08687, -118.17734)"
288,01/21/2016,10/31/2015,Built Up,"7712 S WESTERN AVE Los Angeles CA, 90047","(33.96964, -118.30879)"
289,01/21/2016,06/30/2017,Comp Shingle,"709 N GARDNER ST Los Angeles CA, 90046","(34.08398, -118.35336)"
290,01/28/2016,05/31/2017,Built Up,"708 E TRACTION AVE Los Angeles CA, 90013","(34.04542, -118.2363)"
291,02/02/2016,06/30/2017,Partial,"19951 W VENTURA BLVD Los Angeles CA, 91367","(34.17225, -118.56772)"
292,02/03/2016,02/29/2016,Built Up,"1005 E 14TH ST Los Angeles CA, 90021","(34.03001, -118.2497)"
293,02/05/2016,12/31/2015,Built Up,"1609 S LINCOLN BLVD Los Angeles CA, 90291","(33.99678, -118.45877)"
294,02/05/2016,12/31/2015,Built Up,"10859 W VENICE BLVD Los Angeles CA, 90034","(34.01695, -118.41068)"
295,02/06/2016,03/31/2016,Built Up,"3932 W WILSHIRE BLVD Los Angeles CA, 90010","(34.06153, -118.31244)"
296,02/11/2016,12/31/2016,Built Up,"4333 N WOODMAN AVE Los Angeles CA, 91423","(34.14902, -118.43143)"
297,02/11/2016,06/30/2017,Built Up,"951 N LA CIENEGA BLVD Los Angeles CA, 90069","(34.08834, -118.37657)"
298,02/12/2016,06/30/2016,Class A or B,"11734 W AVON WAY Los Angeles CA, 90066","(33.99813, -118.41672)"
299,02/12/2016,07/31/2016,Partial,"10431 W SANTA MONICA BLVD Los Angeles CA, 90024","(34.05707, -118.42519)"
300,02/15/2016,07/31/2016,Built Up,"13257 W SATICOY ST Los Angeles CA, 91605","(34.20821, -118.42168)"
301,02/16/2016,05/31/2016,Built Up,"14032 S VERMONT AVE Los Angeles CA, 90247","(33.90395, -118.29144)"
302,02/17/2016,03/31/2016,Comp Shingle,"11760 W GATEWAY BLVD Los Angeles CA, 90064","(34.02677, -118.44351)"
303,02/18/2016,02/29/2016,Built Up,"12401 W VENTURA BLVD Los Angeles CA, 91604","(34.14303, -118.40318)"
304,02/19/2016,02/29/2016,Built Up,"5260 N VINELAND AVE Los Angeles CA, 91601","(34.16673, -118.37016)"
305,02/20/2016,06/30/2017,Comp Shingle,"756 S ALVARADO ST Los Angeles CA, 90057","(34.055, -118.27756)"
306,02/23/2016,09/30/2015,Comp Shingle,"3837 W WILSHIRE BLVD Los Angeles CA, 90010","(34.06186, -118.31004)"
307,02/25/2016,10/31/2015,Built Up,"1541 W WILSHIRE BLVD Los Angeles CA, 90017","(34.05529, -118.26949)"
308,02/28/2016,02/28/2017,Built Up,"7601 N VINELAND AVE Los Angeles CA, 91352","(34.20857, -118.37053)"
309,03/01/2016,04/30/2016,Built Up,"13620 W SATICOY ST Los Angeles CA, 91402","(34.20928, -118.42912)"
310,03/03/2016,,Comp Shingle,"12131 W MAGNOLIA BLVD Los Angeles CA, 91607","(34.16502, -118.39762)"
311,03/08/2016,06/30/2016,Built Up,"14225 W VENTURA BLVD Los Angeles CA, 91423","(34.15019, -118.44308)"
312,03/14/2016,04/30/2018,Built Up,"4899 E HUNTINGTON DR Los Angeles CA, 90032","(34.08687, -118.17734)"
313,03/18/2016,03/31/2018,Built Up,"20101 W SHERMAN WAY Los Angeles CA, 91306","(34.20128, -118.57134)"
314,03/28/2016,11/30/2016,Built Up,"12550 W VAN NUYS BLVD Los Angeles CA, 91331","(34.27723, -118.4065)"
315,03/30/2016,06/30/2016,Comp Shingle,"17034 W PARTHENIA ST Los Angeles CA, 91325","(34.22835, -118.50378)"
316,03/31/2016,10/31/2016,Built Up,"4528 N SEPULVEDA BLVD Los Angeles CA, 91403","(34.1521, -118.46652)"
317,04/01/2016,01/31/2016,Built Up,"8701 S ST ANDREWS PL Los Angeles CA, 90047","(33.95975, -118.31141)"
318,04/04/2016,07/31/2017,Built Up,"1731 S OCEAN FRONT WALK Los Angeles CA, 90291","(33.98599, -118.4728)"
319,04/04/2016,02/28/2018,Built Up,"738 E 61ST ST Los Angeles CA, 90001","(33.9843, -118.26193)"
320,04/06/2016,02/28/2018,Built Up,"4001 S BROADWAY Los Angeles CA, 90037","(34.01071, -118.27854)"
321,04/11/2016,05/31/2017,Built Up,"1200 N VINE ST Los Angeles CA, 90038","(34.09276, -118.32644)"
322,04/13/2016,04/30/2018,Built Up,"402 N SOTO ST Los Angeles CA, 90033","(34.0478, -118.20696)"
323,04/18/2016,06/30/2016,Built Up,"1333 W PACIFIC COAST HWY Los Angeles CA, 90710","(33.78964, -118.30014)"
324,04/25/2016,05/31/2017,Comp Shingle,"9165 N WOODMAN AVE Los Angeles CA, 91331","(34.23682, -118.44184)"
325,04/28/2016,11/30/2015,Comp Shingle,"2159 E BAY ST Los Angeles CA, 90021","(34.03156, -118.22794)"
326,05/02/2016,01/31/2016,Built Up,"325 N NEPTUNE AVE Los Angeles CA, 90744","(33.77315, -118.26864)"
327,05/02/2016,02/28/2018,Built Up,"8751 N TAMPA AVE Los Angeles CA, 91324","(34.22967, -118.55376)"
328,05/09/2016,06/30/2016,Built Up,"4650 W SUNSET BLVD Los Angeles CA, 90027","(34.09787, -118.29063)"
329,05/16/2016,07/31/2017,Built Up,"900 E 62ND ST Los Angeles CA, 90001","(33.98315, -118.25869)"
330,05/23/2016,10/31/2017,Comp Shingle,"4705 S MAIN ST Los Angeles CA, 90037","(34.00082, -118.27423)"
331,05/27/2016,01/31/2018,Built Up,"5339 N COMERCIO WAY Los Angeles CA, 91364","(34.16681, -118.59596)"
332,05/31/2016,01/31/2016,Built Up,"6911 N TOPANGA CANYON BLVD Los Angeles CA, 91303","(34.19592, -118.6062)"
333,06/01/2016,01/31/2016,Built Up,"1501 E 41ST ST Los Angeles CA, 90011","(34.00873, -118.24735)"
334,06/01/2016,03/31/2017,Built Up,"22122 W VICTORY BLVD Los Angeles CA, 91367","(34.1863, -118.60916)"
335,06/01/2016,01/01/2017,UPDATE RESTROOM TO ADA REQ'T; REROOF & ATTACH RECREATION BUILDING WITH,"4370 N WINNETKA AVE Los Angeles CA, 91364","(34.1502, -118.57155)"
336,06/03/2016,05/31/2017,Built Up,"8427 W FOOTHILL BLVD Los Angeles CA, 91040","(34.25986, -118.31663)"
337,06/06/2016,12/31/2016,Built Up,"9936 N COMMERCE AVE Los Angeles CA, 91042","(34.24968, -118.28845)"
338,06/06/2016,07/31/2017,Built Up,"20351 W PRAIRIE ST Los Angeles CA, 91311","(34.23923, -118.57671)"
339,06/07/2016,09/30/2017,Built Up,"10115 N CANOGA AVE Los Angeles CA, 91311","(34.25413, -118.59748)"
340,06/08/2016,02/28/2017,Built Up,"6628 N VAN NUYS BLVD Los Angeles CA, 91405","(34.1915, -118.44844)"
341,06/13/2016,01/31/2016,Built Up,"560 N WESTERN AVE Los Angeles CA, 90732","(33.7478, -118.30907)"
342,06/21/2016,11/30/2016,Built Up,"1936 S PONTIUS AVE Los Angeles CA, 90025","(34.04334, -118.44126)"
343,06/23/2016,01/31/2016,Built Up,"5720 S 2ND AVE Los Angeles CA, 90043","(33.99083, -118.31908)"
344,06/24/2016,01/31/2016,Built Up,"8133 N VINELAND AVE Los Angeles CA, 91352","(34.21846, -118.37049)"
345,06/30/2016,06/30/2016,Built Up,"4265 S BROADWAY Los Angeles CA, 90037","(34.00608, -118.27856)"
346,07/13/2016,01/31/2018,Comp Shingle,"14401 W DICKENS ST Los Angeles CA, 91423","(34.14965, -118.44629)"
347,07/14/2016,11/30/2016,Built Up,"16649 W SHERMAN WAY Los Angeles CA, 91406","(34.20137, -118.49625)"
348,07/14/2016,05/31/2017,Built Up,"17300 W VENTURA BLVD Los Angeles CA, 91316","(34.16072, -118.5102)"
349,07/18/2016,09/30/2017,Built Up,"738 S ALAMEDA ST Los Angeles CA, 90021","(34.03271, -118.23638)"
350,07/22/2016,08/31/2017,Class A or B,"9710 N WHITE OAK AVE Los Angeles CA, 91325","(34.247, -118.51968)"
351,07/25/2016,12/31/2017,Built Up,"5435 N CAHUENGA BLVD Los Angeles CA, 91601","(34.16975, -118.36171)"
352,07/25/2016,12/31/2017,Built Up,"9846 N WHITE OAK AVE Los Angeles CA, 91325","(34.24989, -118.51966)"
353,07/26/2016,10/31/2017,Comp Shingle,"15444 W NORDHOFF ST Los Angeles CA, 91343","(34.23537, -118.46908)"
354,07/26/2016,10/31/2017,Comp Shingle,"15456 W NORDHOFF ST Los Angeles CA, 91343","(34.23537, -118.46924)"
355,08/01/2016,01/31/2018,Built Up,"14060 W ASTORIA ST Los Angeles CA, 91342","(34.31062, -118.43956)"
356,08/04/2016,03/31/2018,Built Up,"3341 S LA CIENEGA PL Los Angeles CA, 90016","(34.02751, -118.37546)"
357,08/08/2016,07/31/2017,Built Up,"3900 N STANSBURY AVE Los Angeles CA, 91423","(34.14084, -118.44264)"
358,08/15/2016,08/31/2016,Built Up,"5927 N KESTER AVE Los Angeles CA, 91411","(34.1784, -118.45765)"
359,08/15/2016,07/31/2016,Built Up,"10537 W SANTA MONICA BLVD Los Angeles CA, 90025","(34.05512, -118.42802)"
360,08/15/2016,08/31/2086,Class A or B,"22622 W VANOWEN ST Los Angeles CA, 91307","(34.19355, -118.61959)"
361,09/06/2016,06/30/2017,Built Up,"6331 N COLFAX AVE Los Angeles CA, 91606","(34.18577, -118.38797)"
362,09/08/2016,04/30/2017,Built Up,"7240 N MEDICAL CENTER DR Los Angeles CA, 91307","(34.20225, -118.62928)"
363,09/15/2016,04/30/2018,Comp Shingle,"18946 W VENTURA BLVD Los Angeles CA, 91356","(34.17228, -118.54626)"
364,09/19/2016,07/31/2016,Built Up,"6524 S 8TH AVE Los Angeles CA, 90043","(33.97999, -118.32634)"
365,09/27/2016,01/31/2017,Built Up,"7022 N VALJEAN AVE Los Angeles CA, 91406","(34.19819, -118.48571)"
366,10/06/2016,02/28/2018,Comp Shingle,"12107 W MOORPARK ST Los Angeles CA, 91604","(34.15051, -118.39692)"
367,10/07/2016,07/31/2017,Class A or B,"5350 W VENICE BLVD Los Angeles CA, 90019","(34.04408, -118.3567)"
368,10/11/2016,05/31/2017,Comp Shingle,"7323 S CRENSHAW BLVD Los Angeles CA, 90043","(33.97295, -118.33104)"
369,10/17/2016,07/31/2017,Built Up,"6020 N WOODMAN AVE Los Angeles CA, 91401","(34.18019, -118.43105)"
370,10/17/2016,10/31/2017,Comp Shingle,"3272 S MOTOR AVE Los Angeles CA, 90034","(34.02978, -118.41091)"
371,10/19/2016,12/31/2017,Built Up,"10600 N SEPULVEDA BLVD Los Angeles CA, 91345","(34.26279, -118.46696)"
372,10/21/2016,04/30/2018,Built Up,"1438 N GOWER ST Los Angeles CA, 90028","(34.09714, -118.32212)"
373,10/28/2016,10/31/2015,Built Up,"1931 S PONTIUS AVE Los Angeles CA, 90025","(34.04335, -118.44154)"
374,10/31/2016,07/31/2018,Built Up,"8144 N SUNLAND BLVD Los Angeles CA, 91352","(34.21836, -118.36943)"
375,11/02/2016,06/30/2018,Built Up,"22156 W SHERMAN WAY Los Angeles CA, 91303","(34.20074, -118.60998)"
376,11/07/2016,05/31/2017,Built Up,"6742 N VAN NUYS BLVD Los Angeles CA, 91405","(34.19342, -118.44845)"
377,11/11/2016,10/31/2017,Built Up,"715 N CYPRESS AVE Los Angeles CA, 90065","(34.09134, -118.22351)"
378,11/14/2016,05/31/2018,Built Up,"1659 S SAWTELLE BLVD Los Angeles CA, 90025","(34.04549, -118.44783)"
379,11/15/2016,10/31/2016,Built Up,"2850 N HYPERION AVE Los Angeles CA, 90027","(34.10877, -118.27134)"
380,11/18/2016,10/31/2017,Class A or B,"5773 W VENICE BLVD Los Angeles CA, 90019","(34.04302, -118.36453)"
381,11/23/2016,04/30/2018,Built Up,"1438 N GOWER ST Los Angeles CA, 90028","(34.09714, -118.32212)"
382,11/23/2016,10/31/2017,Built Up,"12030 W RIVERSIDE DR Los Angeles CA, 91607","(34.15745, -118.39535)"
383,11/28/2016,06/30/2017,Built Up,"7410 W BEVERLY BLVD Los Angeles CA, 90036","(34.07597, -118.35154)"
384,11/28/2016,06/30/2017,Built Up,"7412 W BEVERLY BLVD Los Angeles CA, 90036","(34.07597, -118.35162)"
385,11/29/2016,06/30/2018,Built Up,"4270 W WILSHIRE BLVD Los Angeles CA, 90010","(34.0616, -118.32099)"
386,11/30/2016,02/28/2018,Built Up,"4405 N LAUREL CANYON BLVD Los Angeles CA, 91607","(34.15065, -118.39667)"
387,11/30/2016,10/31/2017,Built Up,"4705 S MAIN ST Los Angeles CA, 90037","(34.00082, -118.27423)"
388,11/30/2016,05/31/2017,Built Up,"5851 S VERMONT AVE Los Angeles CA, 90044","(33.98816, -118.29164)"
389,12/01/2016,12/31/2017,Built Up,"17151 W VENTURA BLVD Los Angeles CA, 91316","(34.16067, -118.50724)"
390,12/06/2016,05/31/2018,Built Up,"4020 S PALOMA ST Los Angeles CA, 90011","(34.01037, -118.26181)"
391,12/08/2016,09/30/2018,Built Up,"1823 S SAWTELLE BLVD Los Angeles CA, 90025","(34.04324, -118.4458)"
392,12/09/2016,06/30/2017,Built Up,"2777 E WASHINGTON BLVD Los Angeles CA, 90023","(34.01746, -118.22062)"
393,12/12/2016,01/31/2017,Class A or B,"9960 N GLENOAKS BLVD Los Angeles CA, 91352","(34.25124, -118.38876)"
394,12/12/2016,01/31/2017,Class A or B,"9970 N GLENOAKS BLVD Los Angeles CA, 91352","(34.25141, -118.3889)"
395,12/12/2016,01/31/2017,Class A or B,"9990 N GLENOAKS BLVD Los Angeles CA, 91352",
396,12/12/2016,01/31/2017,Class A or B,"9980 N GLENOAKS BLVD Los Angeles CA, 91352","(34.25151, -118.38901)"
397,12/15/2016,02/28/2017,Comp Shingle,"5333 E ALHAMBRA AVE Los Angeles CA, 90032","(34.0759, -118.16977)"
398,12/26/2016,07/31/2017,Built Up,"3617 S CRENSHAW BLVD Los Angeles CA, 90016","(34.02342, -118.33529)"
